Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Vehicle Operations,Vehicle Operations Questionable,Vehicle Maintenance,Vehicle Maintenance Questionable,Facility Maintenance,Facility Maintenance Questionable,General Administration,General Administration Questionable,Reduced Reporter Expenses,Reduced Reporter Expenses Questionable,Total,Total Questionable,Purchased Transportation Reported Separately,Purchased Transportation Reported Separately Questionable
Tillamook County Transportation District,Tillamook,OR,296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,19,MB,Bus,DO,5,0,,0,,0,,0,,1451338,,1451338,,0,
City of Huntington Park,Huntington Park,CA,90267,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,19,MB,Bus,PT,5,0,,0,,0,,0,,1276266,,1276266,,0,
Nassau Council on Aging,Fernandina Beach,FL,41114,Private-Non-Profit Corporation,Rural Reporter,2022,29608,"Fernandina Beach--Yulee, FL",50805,19,MB,Bus,DO,5,0,,0,,0,,0,,45167,,45167,,0,
City of Carson,Carson,CA,90258,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,19,MB,Bus,DO,4,0,,0,,0,,0,,63058,,63058,,0,
Tillamook County Transportation District,Tillamook,OR,296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,19,CB,Commuter Bus,DO,4,0,,0,,0,,0,,911305,,911305,,0,
Warren County,Belvidere,NJ,20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,19,MB,Bus,PT,4,0,,0,,0,,0,,402101,,402101,,0,
"Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department",Athens,GA,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3763,"Athens-Clarke County, GA",143213,19,DR,Demand Response,DO,3,218750,,87983,,39076,,107197,,0,,453006,,0,
University of Texas Rio Grande Valley,Edinburg,TX,60273,University,Reduced Reporter,2022,52390,"McAllen, TX",779553,19,MB,Bus,PT,3,0,,0,,0,,0,,430656,,430656,,0,
Cherokee County Board of Commissioners,Canton,GA,40161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,3817,"Atlanta, GA",5100112,19,MB,Bus,DO,2,0,,0,,0,,0,,635360,,635360,,0,
Muscogee (Creek) Nation,Okmulgee,OK,66170,Tribe,Reduced Reporter,2022,40,Oklahoma Non-UZA,1994607,19,MB,Bus,DO,1,0,,0,,0,,0,,53141,,53141,,0,
University of Texas Rio Grande Valley,Edinburg,TX,60273,University,Reduced Reporter,2022,52390,"McAllen, TX",779553,19,DR,Demand Response,DO,0,0,,0,,0,,0,,0,,0,,0,
"Regional Transportation Program, Inc.",Westbrook,ME,10069,Private-Non-Profit Corporation,Reduced Reporter,2022,71263,"Portland, ME",205356,18,DR,Demand Response,DO,18,0,,0,,0,,0,,2737237,,2737237,,0,
Gladwin City/County Transit,Gladwin,MI,50395,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,2000724,,2000724,,0,
Charlevoix County Public Transportation,Boyne City,MI,50313,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,1551418,,1551418,,0,
"University of Kansas, dba: KU Transportation Services",Lawrence,KS,70044,University,Full Reporter,2022,48232,"Lawrence, KS",94998,18,MB,Bus,PT,18,2327185,,531435,,123959,,610101,,0,,3592680,,0,
"Tri-Valley Opportunity Council, Inc.",Crookston,MN,50353,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,DO,12,0,,0,,0,,0,,3242303,,3242303,,0,
"Greene County Transit Board, dba: Greene CATS Public Transit",Xenia,OH,50165,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,22528,"Dayton, OH",674046,18,DR,Demand Response,PT,18,2043272,,474440,,68948,,779539,,0,,3366199,,0,
Berrien County Public Transportation,Saint Joseph,MI,50463,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,PT,18,0,,0,,0,,0,,717597,,717597,,0,
"Aspermont Small Business Development Center, Inc.",Aspermont,TX,60202,Private-Non-Profit Corporation,Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,1129240,,1129240,,0,
MIDAS Council of Governments,Fort Dodge,IA,70256,"MPO, COG or Other Planning Agency",Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,1049535,,1049535,,0,
Navajo Nation,Fort Defiance,AZ,90005,Tribe,Reduced Reporter,2022,4,Arizona Non-UZA,1296856,18,CB,Commuter Bus,DO,18,0,,0,,0,,0,,2038732,,2038732,,0,
Chenango County,Norwich,NY,20935,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,MB,Bus,DO,18,0,,0,,0,,0,,3033933,,3033933,,0,
Yates Township Transportation System,Idlewild,MI,50476,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,1711880,,1711880,,0,
Ludington Mass Transportation Authority,Ludington,MI,50459,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,2018974,,2018974,,0,
"City of Clemson, dba: Clemson Area Transit",Clemson,SC,40208,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,2420,"Anderson--Clemson, SC",118369,18,MB,Bus,DO,18,1949554,,518689,,50093,,762894,,0,,3281230,,0,
"Licking County, Ohio, dba: Licking County Transit Board",Newark,OH,50163,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,61705,"Newark, OH",81223,18,DR,Demand Response,DO,18,2173294,,364489,,40217,,590743,,0,,3168743,,0,
"Paratransit, Inc.",Sacramento,CA,90223,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,77068,"Sacramento, CA",1946618,18,DR,Demand Response,DO,18,932963,,173722,,57387,,544704,,0,,1708776,,0,
Kankakee-Iroquois Regional Planning Commission,Monon,IN,55310,"MPO, COG or Other Planning Agency",Rural Reporter,2022,,,,18,DR,Demand Response,DO,18,0,,0,,0,,0,,1069928,,1069928,,0,
"Miami County, Ohio , dba: Miami County Public Transit",Troy,OH,50169,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,22528,"Dayton, OH",674046,18,DR,Demand Response,PT,18,777359,,219985,,7206,,678435,,0,,1682985,,0,
Chatham Transit Network,Pittsboro,NC,41004,Private-Non-Profit Corporation,Rural Reporter,2022,,,,18,DR,Demand Response,DO,17,0,,0,,0,,0,,1607085,,1607085,,0,
Central Shenandoah Planning District Commission,Staunton,VA,30989,"MPO, COG or Other Planning Agency",Reduced Reporter,2022,84630,"Staunton--Waynesboro, VA",59065,18,MB,Bus,PT,16,0,,0,,0,,0,,1636197,,1636197,,0,
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,12754,"Camarillo, CA",76338,18,DR,Demand Response,PT,16,0,,0,,0,,0,,2016013,,2016013,,0,
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit",Pablo,MT,88134,Tribe,Reduced Reporter,2022,30,Montana Non-UZA,688772,18,DR,Demand Response,DO,16,0,,0,,0,,0,,1371366,,1371366,,0,
OSU-Stillwater Community Transit,Stillwater,OK,60160,University,Rural Reporter,2022,,,,18,MB,Bus,DO,16,0,,0,,0,,0,,3222067,,3222067,,0,
Wilkes Transportation Authority,Wilkesboro,NC,40918,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,DO,16,0,,0,,0,,0,,1016433,,1016433,,0,
Transp. Administration of Cleveland County. Inc,Shelby,NC,41082,Private-Non-Profit Corporation,Rural Reporter,2022,,,,18,DR,Demand Response,DO,16,0,,0,,0,,0,,1447458,,1447458,,0,
Sumter County Board of County Commissioners,Wildwood,FL,40999,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,87285,"The Villages--Lady Lake, FL",161736,18,DR,Demand Response,PT,16,0,,0,,0,,0,,1022840,,1022840,,0,
City of Glendale,Glendale,AZ,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,69184,"Phoenix--Mesa--Scottsdale, AZ",3976313,18,DR,Demand Response,DO,15,1767734,,166182,,74736,,482460,,0,,2491112,,0,
Incorporated County of Los Alamos,Los Alamos,NM,60215,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,MB,Bus,DO,15,0,,0,,0,,0,,3797219,,3797219,,0,
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,18,MB,Bus,PT,14,2206542,,570081,,113848,,968245,,0,,3858716,,0,
"County of Citrus, dba: Citrus County Transit",Inverness,FL,41157,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,7472,"Beverly Hills--Homosassa Springs--Pine Ridge, FL",96729,18,DR,Demand Response,DO,14,0,,0,,0,,0,,1663841,,1663841,,0,
Greater Lynchburg Transit Company,Lynchburg,VA,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,52201,"Lynchburg, VA",125596,18,MB,Bus,DO,14,3801522,,1228652,,339299,,1570580,,0,,6940053,,0,
City and Borough of Juneau,Juneau,AK,391,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,MB,Bus,DO,13,0,,0,,0,,0,,5925355,,5925355,,0,
"City of Rapid City, dba: Rapid Transit System",Rapid City,SD,80014,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,73396,"Rapid City, SD",85679,18,DR,Demand Response,DO,12,0,,0,,0,,0,,1376177,,1376177,,0,
"City of High Point, dba: High Point Transit System",High Point,NC,40011,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,38809,"High Point, NC",167830,18,MB,Bus,DO,12,0,,0,,0,,0,,3913387,,3913387,,0,
"City of Beaumont, dba: Beaumont Municipal Transit System",Beaumont,TX,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,6058,"Beaumont, TX",146649,18,MB,Bus,PT,12,2530612,,927451,,134069,,1157855,,0,,4749987,,0,
"City of Mankato , dba: Mankato Transit System",Mankato,MN,50205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,53983,"Mankato, MN",60206,18,MB,Bus,DO,12,0,,0,,0,,0,,3475621,,3475621,,0,
Productive Alternatives,Fergus Falls,MN,50504,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,DO,12,0,,0,,0,,0,,1007136,,1007136,,0,
Fairbanks North Star Borough,Fairbanks,AK,45,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,28549,"Fairbanks, AK",71396,18,MB,Bus,DO,12,0,,0,,0,,0,,7935239,,7935239,,0,
Kalkaska Public Transit Authority,Kalkaska,MI,50282,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,DO,12,0,,0,,0,,0,,682383,,682383,,0,
"Orange County , dba: Orange County Public Transportation",Hillsborough,NC,40231,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,25228,"Durham, NC",396118,18,DR,Demand Response,DO,11,0,,0,,0,,0,,1999943,,1999943,,0,
"County of Mesa, dba: Mesa County",Grand Junction,CO,80016,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,34273,"Grand Junction, CO",135973,18,MB,Bus,PT,11,0,,0,,0,,0,,3793635,,3793635,,0,
Umpqua Public Transportation District,Roseburg,OR,459,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,DR,Demand Response,PT,11,0,,0,,0,,0,,1164127,,1164127,,0,
"Town of Huntington, dba: Huntington Area Rapid Transit",Huntington,NY,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,18,DR,Demand Response,DO,10,1428056,,383507,,87367,,338868,,0,,2237798,,0,
"Hualapai Indian Tribe, dba: Hualapai Tribe",Peach Springs,AZ,99433,Tribe,Reduced Reporter,2022,4,Arizona Non-UZA,1296856,18,MB,Bus,DO,10,0,,0,,0,,0,,1105152,,1105152,,0,
"Cecil County Government , dba: Cecil Transit",Elkton,MD,30108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,69076,"Philadelphia, PA--NJ--DE--MD",5696125,18,DR,Demand Response,DO,10,0,,0,,0,,0,,537085,,537085,,0,
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,42157,"Jackson, MI",84307,18,DR,Demand Response,DO,9,1054162,,392854,,75623,,385997,,0,,1908636,,0,
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,42157,"Jackson, MI",84307,18,MB,Bus,DO,9,1791629,,611377,,68077,,600699,,0,,3071782,,0,
Michiana Area Council of Governments,South Bend,IN,50149,"MPO, COG or Other Planning Agency",Full Reporter,2022,26794,"Elkhart, IN--MI",148199,18,DR,Demand Response,PT,9,575756,,143119,,49885,,333854,,0,,1102614,,0,
Michiana Area Council of Governments,South Bend,IN,50149,"MPO, COG or Other Planning Agency",Full Reporter,2022,26794,"Elkhart, IN--MI",148199,18,MB,Bus,PT,9,1614131,,759982,,106308,,689585,,0,,3170006,,0,
Lima Allen County Regional Transit Authority,Lima,OH,50093,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,49852,"Lima, OH",68630,18,DR,Demand Response,DO,9,0,,0,,0,,0,,1117215,,1117215,,0,
Lima Allen County Regional Transit Authority,Lima,OH,50093,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,49852,"Lima, OH",68630,18,MB,Bus,DO,9,0,,0,,0,,0,,1876886,,1876886,,0,
"City of Jefferson, dba: JEFFTRAN",Jefferson City,MO,70043,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,42967,"Jefferson City, MO",50775,18,DR,Demand Response,DO,9,0,,0,,0,,0,,1474359,,1474359,,0,
"City of Jefferson, dba: JEFFTRAN",Jefferson City,MO,70043,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,42967,"Jefferson City, MO",50775,18,MB,Bus,DO,9,0,,0,,0,,0,,1801995,,1801995,,0,
"Town of Huntington, dba: Huntington Area Rapid Transit",Huntington,NY,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,18,MB,Bus,DO,8,2603464,,446360,,87878,,429330,,0,,3567032,,0,
"Hualapai Indian Tribe, dba: Hualapai Tribe",Peach Springs,AZ,99433,Tribe,Reduced Reporter,2022,4,Arizona Non-UZA,1296856,18,DR,Demand Response,DO,8,0,,0,,0,,0,,570423,,570423,,0,
Valley Transit,Walla Walla,WA,64,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,91405,"Walla Walla, WA--OR",50013,18,MB,Bus,DO,8,0,,0,,0,,0,,3738575,,3738575,,0,
"Cecil County Government , dba: Cecil Transit",Elkton,MD,30108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,69076,"Philadelphia, PA--NJ--DE--MD",5696125,18,MB,Bus,DO,8,0,,0,,0,,0,,1601718,,1601718,,0,
"Orange County , dba: Orange County Public Transportation",Hillsborough,NC,40231,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,25228,"Durham, NC",396118,18,MB,Bus,DO,7,0,,0,,0,,0,,857119,,857119,,0,
"County of Mesa, dba: Mesa County",Grand Junction,CO,80016,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,34273,"Grand Junction, CO",135973,18,DR,Demand Response,PT,7,0,,0,,0,,0,,941704,,941704,,0,
Productive Alternatives,Fergus Falls,MN,50504,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,MB,Bus,DO,6,0,,0,,0,,0,,1230945,,1230945,,0,
Kalkaska Public Transit Authority,Kalkaska,MI,50282,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,MB,Bus,DO,6,0,,0,,0,,0,,333448,,333448,,0,
"City of Beaumont, dba: Beaumont Municipal Transit System",Beaumont,TX,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,6058,"Beaumont, TX",146649,18,DR,Demand Response,PT,6,642489,,175893,,26922,,249987,,0,,1095291,,0,
"City of Rapid City, dba: Rapid Transit System",Rapid City,SD,80014,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,73396,"Rapid City, SD",85679,18,MB,Bus,DO,6,0,,0,,0,,0,,1457772,,1457772,,0,
"Tri-Valley Opportunity Council, Inc.",Crookston,MN,50353,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,MB,Bus,DO,6,0,,0,,0,,0,,173178,,173178,,0,
"City of Mankato , dba: Mankato Transit System",Mankato,MN,50205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,53983,"Mankato, MN",60206,18,DR,Demand Response,DO,6,0,,0,,0,,0,,1241000,,1241000,,0,
Fairbanks North Star Borough,Fairbanks,AK,45,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,28549,"Fairbanks, AK",71396,18,DR,Demand Response,DO,6,0,,0,,0,,0,,1611358,,1611358,,0,
"City of High Point, dba: High Point Transit System",High Point,NC,40011,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,38809,"High Point, NC",167830,18,DR,Demand Response,DO,6,0,,0,,0,,0,,657927,,657927,,0,
Umpqua Public Transportation District,Roseburg,OR,459,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,MB,Bus,PT,5,0,,0,,0,,0,,1159200,,1159200,,0,
City and Borough of Juneau,Juneau,AK,391,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,PT,5,0,,0,,0,,0,,958314,,958314,,0,
Valley Transit,Walla Walla,WA,64,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,91405,"Walla Walla, WA--OR",50013,18,DR,Demand Response,DO,5,0,,0,,0,,0,,1499760,,1499760,,0,
Valley Transit,Walla Walla,WA,64,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,91405,"Walla Walla, WA--OR",50013,18,VP,Vanpool,DO,5,0,,0,,0,,0,,227690,,227690,,0,
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,18,DR,Demand Response,PT,4,376939,,98228,,7695,,185078,,0,,667940,,0,
Greater Lynchburg Transit Company,Lynchburg,VA,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,52201,"Lynchburg, VA",125596,18,DR,Demand Response,DO,4,566272,,241219,,34788,,81919,,0,,924198,,0,
"County of Citrus, dba: Citrus County Transit",Inverness,FL,41157,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,7472,"Beverly Hills--Homosassa Springs--Pine Ridge, FL",96729,18,MB,Bus,DO,4,0,,0,,0,,0,,589294,,589294,,0,
City of Glendale,Glendale,AZ,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,69184,"Phoenix--Mesa--Scottsdale, AZ",3976313,18,MB,Bus,DO,3,427660,,99318,,6800,,181377,,0,,715155,,0,
Incorporated County of Los Alamos,Los Alamos,NM,60215,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,18,DR,Demand Response,DO,3,0,,0,,0,,0,,312819,,312819,,0,
Transp. Administration of Cleveland County. Inc,Shelby,NC,41082,Private-Non-Profit Corporation,Rural Reporter,2022,,,,18,MB,Bus,DO,2,0,,0,,0,,0,,122198,,122198,,0,
Sumter County Board of County Commissioners,Wildwood,FL,40999,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,87285,"The Villages--Lady Lake, FL",161736,18,MB,Bus,PT,2,0,,0,,0,,0,,88943,,88943,,0,
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit",Pablo,MT,88134,Tribe,Reduced Reporter,2022,30,Montana Non-UZA,688772,18,CB,Commuter Bus,DO,2,0,,0,,0,,0,,287256,,287256,,0,
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,12754,"Camarillo, CA",76338,18,MB,Bus,PT,2,0,,0,,0,,0,,697032,,697032,,0,
OSU-Stillwater Community Transit,Stillwater,OK,60160,University,Rural Reporter,2022,,,,18,DR,Demand Response,DO,2,0,,0,,0,,0,,131588,,131588,,0,
Umpqua Public Transportation District,Roseburg,OR,459,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,CB,Commuter Bus,PT,2,0,,0,,0,,0,,814899,,814899,,0,
Central Shenandoah Planning District Commission,Staunton,VA,30989,"MPO, COG or Other Planning Agency",Reduced Reporter,2022,84630,"Staunton--Waynesboro, VA",59065,18,DR,Demand Response,PT,2,0,,0,,0,,0,,223118,,223118,,0,
Wilkes Transportation Authority,Wilkesboro,NC,40918,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,18,MB,Bus,DO,2,0,,0,,0,,0,,51820,,51820,,0,
Chatham Transit Network,Pittsboro,NC,41004,Private-Non-Profit Corporation,Rural Reporter,2022,,,,18,MB,Bus,DO,1,0,,0,,0,,0,,10618,,10618,,0,
North Carolina Department of Transportation -- Ferry Division,Raleigh,NC,44958,State Government Unit or Department of Transportation,Rural Reporter,2022,,,,17,FB,Ferryboat,PT,17,0,,0,,0,,0,,41279139,,41279139,,0,
"Yankton Transit, Inc.",Yankton,SD,80271,Private-Non-Profit Corporation,Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,741516,,741516,,0,
"Delaware, Dubuque & Jackson County Regional Transi",Dubuque,IA,70136,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,1820035,,1820035,,0,
"County of Johnson, Iowa, dba: Johnson County SEATS",Iowa City,IA,70045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,41590,"Iowa City, IA",126810,17,DR,Demand Response,DO,17,2303931,,38759,,6605,,462946,,0,,2812241,,0,
Tazewell County,Pekin,IL,50420,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,836069,,836069,,0,
Pike County,Hawley,PA,31038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,890560,,890560,,0,
Mt Si Senior Center,North Bend,WA,317,Private-Non-Profit Corporation,Rural Reporter,2022,,,,8,DR,Demand Response,DO,8,0,,0,,0,,0,,1244612,,1244612,,0,
Natchez Transit System,Natchez,MS,41121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,1349661,,1349661,,0,
Washington State Ferries,Olympia,WA,35,State Government Unit or Department of Transportation,Full Reporter,2022,80389,"Seattle--Tacoma, WA",3544011,17,FB,Ferryboat,DO,17,213641114,,33538082,,10871095,,24456136,,0,,282506427,,0,
"Bureau County, dba: Bureau Putnam Area Rural Transit",Princeton,IL,50263,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,1525139,,1525139,,0,
Crawford County Transportation Authority,Grayling,MI,50503,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,1787670,,1787670,,0,
County of Walworth,Elkhorn,WI,55318,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,PT,17,0,,0,,0,,0,,920961,,920961,,0,
Bay Area Rural Transit Commission,Ashland,WI,50401,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,MB,Bus,DO,17,0,,0,,0,,0,,1585060,,1585060,,0,
Hancock Area Transportation Services,Findlay,OH,50377,Private-Non-Profit Corporation,Rural Reporter,2022,,,,17,DR,Demand Response,DO,17,0,,0,,0,,0,,1594670,,1594670,,0,
"City of Janesville, dba: Janesville Transit System",Janesville,WI,50108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,42562,"Janesville, WI",72285,17,MB,Bus,DO,15,0,,0,,0,,0,,3660135,,3660135,,0,
"Coles County, dba: Coles County Council on Aging",Charleston,IL,50447,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,15,0,,0,,0,,0,,1005689,,1005689,,0,
City of Del Rio Transportation,Del Rio,TX,60152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,15,0,,0,,0,,0,,1209306,,1209306,,0,
Ohio Valley Regional Transportation Authority,Wheeling,WV,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,94726,"Wheeling, WV--OH",57695,17,MB,Bus,DO,14,2323349,,610309,,105687,,842225,,0,,3881570,,0,
Kenmare Wheels & Meals,Kenmare,ND,80196,Private-Non-Profit Corporation,Rural Reporter,2022,,,,2,DR,Demand Response,DO,2,0,,0,,0,,0,,84551,,84551,,0,
"City of Petersburg , dba: Petersburg Area Transit",Petersburg,VA,30009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,74746,"Richmond, VA",1059150,17,MB,Bus,DO,13,0,,0,,0,,0,,3938343,,3938343,,0,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Rural Reporter,2022,97507,"Yakima, WA",133145,17,DR,Demand Response,DO,13,0,,0,,0,,0,,1328438,,1328438,,0,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,71060,"Port Charlotte--North Port, FL",199998,17,DR,Demand Response,PT,13,2023122,,157125,,15547,,719321,,0,,2915115,,0,
Pullman Transit,Pullman,WA,294,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,MB,Bus,DO,13,0,,0,,0,,0,,4186234,,4186234,,0,
River Valley Metro Mass Transit District,Bourbonnais,IL,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43885,"Kankakee, IL",66530,17,MB,Bus,PT,12,3097140,,1111113,,240102,,1568062,,0,,6016417,,0,
City of Bangor,Bangor,ME,10096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,4951,"Bangor, ME",61539,17,MB,Bus,DO,12,0,,0,,0,,0,,3141581,,3141581,,0,
City of Burbank,Burbank,CA,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,17,MB,Bus,PT,12,0,,0,,0,,0,,1831533,,1831533,,0,
City of Plymouth,Minneapolis,MN,50516,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,57628,"Minneapolis--St. Paul, MN",2914866,17,MB,Bus,PT,12,1568047,,736392,,151759,,628432,,0,,3084630,,0,
Tulare County Regional Transit Agency,Visalia,CA,90310,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,88840,"Tulare, CA",70628,17,MB,Bus,PT,12,1721715,,366237,,71930,,2111651,,0,,4271533,,0,
